Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides
75 or over,COPD with Chronic Bronchitis,2013-03-04,formoterol fumarate solution for nebulization,20787,5,4,"I was hacking and wheezing most of the night.Only when I went to bed. Since, using this product, I have eliminated 80-90% of the problems.I do not have asthma.",4,Male,"Shakiness (tremor),  nausea ,  headache , nervousness,  dizziness ,  dry mouth , or  trouble sleeping  may occur."
65-74,COPD with Chronic Bronchitis,2011-05-05,formoterol fumarate solution for nebulization,20787,5,5, ,5,Male,"Shakiness (tremor),  nausea ,  headache , nervousness,  dizziness ,  dry mouth , or  trouble sleeping  may occur."
65-74,Bronchospasm Prevention with COPD,2015-05-04,"foradil capsule, with inhalation device",20800,4,4,Have been taking for 2 years. Only problem is with the capsule and how med is delivered. Sometimes the capsule separates and I'm not sure it delivered the dose. Would be nice if they could use a system like Anoro Ellipta.,3,Male,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
65-74,COPD with Chronic Bronchitis,2014-02-13,"foradil capsule, with inhalation device",20800,4,5,I've been taking Foradil for a year for COPD and I've been able to reduce my albuteral use from every 2 hours to an average of once a day. My only problem with this drug is getting defective capsules. Some separate when I start my inhalation and the medication is wasted.,4,Male,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
55-64,Bronchospasm Prevention with COPD,2013-05-03,"foradil capsule, with inhalation device",20800,5,5,I prefer Foradil to the CCs for effectiveness.,5,Male,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
75 or over,COPD with Chronic Bronchitis,2012-11-24,"foradil capsule, with inhalation device",20800,5,5,"This medicine has truly been miraculous for me.  I was taking 6 nebulizing treatments daily (Albuterol/Ipatropium and Budesnide), Spireva and ProAir, with all this I was still having difficulty breathing and on oxygen most of the day.  Have been taking Foradil for two months and now no longer take Budesnide nebulizing medication, only use oxygen at night and have more energy and feel better than I have in over two years.  This medication has made such a difference in my quality of life - it is truly wonderful.",5,Female,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
75 or over,COPD with Chronic Bronchitis,2012-09-28,"foradil capsule, with inhalation device",20800,4,5,"using for 15+YRS.THE BEST OF ANY OTHERS I TRIED,IT!S LIKE OPENING A WINDOW",5,Male,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
65-74,COPD with Chronic Bronchitis,2011-02-19,"foradil capsule, with inhalation device",20800,5,5,it helps my breathing i also have emphysema,5,Male,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2011-02-05,"foradil capsule, with inhalation device",20800,5,5,works great i can do alot more now,5,Male,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
45-54,Bronchi Muscle Spasm resulting from COPD,2010-03-16,"foradil capsule, with inhalation device",20800,4,4,has been helpful,4,Male,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2009-11-28,"foradil capsule, with inhalation device",20800,4,2,"Just wanted to know that I take this drug foradil Aerolizer 2 times a day, is there any real bad side affects? 12 mcg per capsule, will this also give you a cough",3,Male,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2009-08-30,"foradil capsule, with inhalation device",20800,5,4,using forasil for 18 months in place of advair. I also use asmanex with it. this was provided by the V.A and seems to work fairly well.,4,Male,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2009-03-29,"foradil capsule, with inhalation device",20800,5,5,this drug is the best i've taken for my copd it has helped me so much i can now do the things i've stopped doing do to my illness now i'm free,5,Female,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2008-06-15,"foradil capsule, with inhalation device",20800,3,3,I have been really fatigued.  i spend more time in bed than I do out of it.  Between my primary care physician and my pulmonologist no one has addressed this fatigue.,2,Female,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
45-54,Bronchi Muscle Spasm resulting from COPD,2007-12-17,"foradil capsule, with inhalation device",20800,5,4,has worked wonders for my ability to breathe.,5,Female,"Shakiness (tremor),  nausea ,  headache ,  dizziness , nervousness,  dry mouth ,  stomach  upset, tiredness,  trouble sleeping , or hoarseness may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2016-04-05,ipratropium-albuterol mist,6291,5,5,I had difficulty breathing because of COPD and asthma and waited three months before seeking any help. My doctor put me on this medication and felt 100% better in minutes.,5,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2014-05-13,ipratropium-albuterol mist,6291,5,4, ,5,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2012-10-23,ipratropium-albuterol mist,6291,5,4,no problems,5,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2010-02-26,ipratropium-albuterol mist,6291,5,2, ,3,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
45-54,Bronchi Muscle Spasm resulting from COPD,2009-03-25,ipratropium-albuterol mist,6291,5,4, ,4,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchospasm Prevention with COPD,2019-08-06,"incruse ellipta blister, with inhalation device",167459,5,1,Tired all the time lots of leg pain did not have before using this going to stop it and see if anything changes,1,Female, 
55-64,Bronchospasm Prevention with COPD,2019-04-15,"incruse ellipta blister, with inhalation device",167459,3,2,"Burning eyes, infection of eyes that started about a month after starting incruse ellipta! ",2,Female, 
 ,Bronchospasm Prevention with COPD,2019-03-13,"incruse ellipta blister, with inhalation device",167459,4,1,"After using for 2 weeks,leg muscles became so weak I couldn't walk. Doctor said muscle weakness not a side effect.",1,Female, 
65-74,Bronchospasm Prevention with COPD,2018-11-06,"incruse ellipta blister, with inhalation device",167459,3,2,"Today is my third dose and last night out of nowhere I started having palpitations, tried to contact my doctor with no avail.  Stopping it.",1,Female, 
55-64,Bronchospasm Prevention with COPD,2018-07-15,"incruse ellipta blister, with inhalation device",167459,2,1,We are being forced to Fail; while we suffer in the process.  Google;  5 Ways insurance companys meddle in your health.,1, , 
55-64,Bronchospasm Prevention with COPD,2018-07-15,"incruse ellipta blister, with inhalation device",167459,2,1,"I was forced to switch to the medication after using Spiriva Capsules for 10 years, with no breathing problems and few side effects.  This medication is useless and has nothing but side effects.  Severe chest and sinus congestion.  Im extremely short of breath, light headed and fatigue.  ",1,Female, 
65-74,Bronchospasm Prevention with COPD,2018-05-30,"incruse ellipta blister, with inhalation device",167459,4,1,sore throat,1,Female, 
55-64,Bronchospasm Prevention with COPD,2018-05-16,"incruse ellipta blister, with inhalation device",167459,5,1,sWELLING OF BODY!  mORE WHEEZING. Fast weight gain.  Hate this drug!  It is not helping!  ,1,Female, 
75 or over,Bronchospasm Prevention with COPD,2018-04-19,"incruse ellipta blister, with inhalation device",167459,5,1,"Took Spiriva successfully for six years, then Medicare dropped it and had to take Incruse. Terrible drug - breathing is worse, can barely walk from living room to kitchen and constantly am clearing throat ( no mucus though ). Also need to use oxygen more frequently.",1,Female, 
45-54,Bronchospasm Prevention with COPD,2018-02-21,"incruse ellipta blister, with inhalation device",167459,5,1,My medicare quit covering spiriva and I've on been on this incruse for six days and can't breathe.,1,Male, 
65-74,Bronchospasm Prevention with COPD,2018-02-07,"incruse ellipta blister, with inhalation device",167459,4,4,"Incruse has improved my breathing but has also left me with a terrible sore throat and esophagus. I gargle with salt water or Listerine but it has little affect.  Drinking any hot beverage is painful.  Also, I've headaches most days.  I've been taking it for a little over a week.  I'm concerned it may be doing damage to my esophagus.  ",2, , 
55-64,Bronchospasm Prevention with COPD,2017-11-16,"incruse ellipta blister, with inhalation device",167459,4,3,Phlegm has become very thick. Non-productive cough. Constant feeling of having to hack up a lung. Sore throat. Burning sensation in throat every time I use inhaler. Did I mention the incredibly horrid taste? Like I just vomited! Hard to wash away with water.,2,Male, 
55-64,Bronchospasm Prevention with COPD,2017-10-04,"incruse ellipta blister, with inhalation device",167459,5,1,on third week of using this drug and breathing has became alot worse. having dr put me back on spiriva,1,Female, 
65-74,Bronchospasm Prevention with COPD,2017-08-04,"incruse ellipta blister, with inhalation device",167459,4,4,"I was using tudorza twice a day. My pulse ox was 90 to 91 while resting. My doctor gave me some samples of incruse and told me to try it instead of the tudorza. In 2 days with daily dosage my pulse ox at rest is 93 to 95, and I am more energized. It has to be from this medicine because it is the only change!",4,Male, 
